sku,name,image_link,overview,length,width,height,diameter,volume,material,color,pattern,ean_code,barcode,product_url,source
SN1050,Khay nướng chống dính kích thước 40x60cm Sanneng SN1050,http://product.hstatic.net/200000487445/product/sn1050_b_e869278567264f448385c5059ab0c802_grande.jpg,"Khay nướng phẳng CHỐNG DÍNH Sanneng SN1050- Mã sản phẩm: SN1050- Kích thước: 60x40x20cm - độ dày khay 1.5mm- Chất liệu: Hợp kim nhôm phủ chống dính - Sử dụng cho lò kích thước lớn, lò công nghiệp #Sanneng #Sannengvietnam #Hangchinhhang #Khaynuongchongdinh #Bakingtray #Nonstick #SN1050",60cm,40cm,20cm,N/A,N/A,Hợp kim nhôm phủ chống dính,N/A,N/A,N/A,N/A,https://sannengvietnam.com/products/khay-nuong-chong-dinh-kich-thuoc-40x60cm-sanneng-sn1050,sannengvietnam.com
SN4885,Phới lồng- Phới đánh trứng Sanneng SN4885-SN4887-SN4893-SN4897-SN4899,http://product.hstatic.net/200000487445/product/san_neng_28_whisk_stainless_steel_handle_electrolysis_sn4897_00f44436adbd49c58c7ef7fb771939c6_grande.jpg,"Phới SannengPhới lồng Sanneng được làm từ các dây thép 304 được rèn và gia công tại Nhật Bản, độ đàn hồi tốt, không dễ biến dạng.Bề mặt được xử lý mạ điện phân, đáp ứng các yêu cầu về vệ sinh thực phẩm và dễ dàng làm sạch.SN4883-8 inchSN4885-10 inchSN4893-18 inchSN4897-28 inchSN4899-36 inch",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://sannengvietnam.com/products/phoi-long-phoi-danh-trung-sanneng-sn4885-sn4893-sn4897-sn4899,sannengvietnam.com
SN22326,Khuôn bánh mì gối Sanneng- SN2326,http://product.hstatic.net/200000487445/product/sn2326_a_075a51de6e2047228d8c262417f1cb72_grande.jpg,"Khuôn bánh mỳ gối Sanneng 450g - Mã sản phẩm: SN22326 Sản phẩm bao gồm : 1 thân khuôn và 1 nắp - Kích thước khuôn: 196*106*110mm - Chất liệu: Hợp kim phủ chống dính Chất liệu chống dính ưu việt giúp bánh lấy ra dễ dàng, không cần phết bơ/ dầu.",N/A,N/A,N/A,N/A,N/A,"Hợp kim phủ chống dính Chất liệu chống dính ưu việt giúp bánh lấy ra dễ dàng, không cần phết bơ/ dầu.",N/A,N/A,N/A,N/A,https://sannengvietnam.com/products/khuon-banh-mi-goi-sanneng-sn2326,sannengvietnam.com
SN4757,Phới silicon chịu nhiệt Sanneng SN4757 SN4748 SN4749,http://product.hstatic.net/200000487445/product/sn4757_3e086b33fdd34ed19a57e9c238d35338_grande.jpg,"Phới Sanneng SN4557-4558-4559 Tay cầm được làm từ nhựa PAThân phới được làm từ Silicone cao cấp dùng cho thực phẩm, chịu nhiệt từ -60 độ C dến 230 độ C.SN4557 chiều dài tổng 262mm, chiều dài thân phới 55mmSN4558 chiều dài tổng 346mm, chiều dài thân phới 70mmSN4559 chiều dài tổng 422mm, chiều dài thân phới 70mm",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://sannengvietnam.com/products/phoi-silicon-chiu-nhiet-sanneng-sn4757-sn4748-sn4749,sannengvietnam.com
N/A,Dao cắt bánh - Sanneng,http://product.hstatic.net/200000487445/product/sn4855_0fa5593bcfca4b7ba6a9341d30837817_grande.jpg,"Dao cắt bánh Sanneng SN4857-SN4856-SN4855Dao Sanneng được rèn từ chất liệu thép không gỉ cao cấp,Tay cầm nhựa chất lượng với độ bền cao, thiết kế cán cầm thoải mái, Lưỡi dao sắc bén, chế tác tinh xảo, giúp lát cắt bánh luôn mịn màng.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://sannengvietnam.com/products/dao-cat-banh-sanneng,sannengvietnam.com
SN4223,Dao cắt bột croissant 5 lưỡi Sanneng- SN4223,http://product.hstatic.net/200000487445/product/1_4db5cb1aa5854819b0dde5ab370b159a_grande.jpg,"Dao cắt SN4223- Dao cắt bột ngàn lớp 5 lưỡi Dao Sanneng SN4223 5 lưỡiChất liệu inox 420 s/s Thông tin kỹ thuậtKhoảng cách giữa 2 lưỡi dao, khoảng cách nhỏ nhất : 10mm, khoảng cách lớn nhất 120mmChiều dài  : 235mm - Hãng sản xuất: Sanneng#SN4223 #sanneng #daocatcroissant",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://sannengvietnam.com/products/dao-cat-bot-croissant-5-luoi-sanneng-sn4223,sannengvietnam.com
SN6086,Khuôn tròn mini chống dính Sanneng - SN6086,http://product.hstatic.net/200000487445/product/z6503789201808_eb9e35ed49eefa663191ad6f36e465de_1586defe5ff9485891eca06baa5f4691_grande.jpg,"Khuôn Sanneng tròn chống dính SN6086Khuôn tròn chống dính Sanneng: bánh mì nấm, nướng bánh gato, cheesecake, bánh mì, bánh ngọt, bánh ngàn lớp, bánh cuộn len....Khuôn chống dính,Chất liệu: Hợp kim nhôm Thông số kỹ thuật:75x73x40mmKhuôn Sanneng ( Non-stick Series 1000) #sanneng, #nonstick, #khuônchấtlượngtốt",N/A,N/A,N/A,N/A,N/A,Hợp kim nhôm Thông số kỹ thuật:75x73x40mmKhuôn Sanneng ( Non,N/A,N/A,N/A,N/A,https://sannengvietnam.com/products/khuon-tron-mini-chong-dinh-sanneng-sn6086,sannengvietnam.com
SN2032,Khuôn bánh mì gối Sanneng 750g- SN2032,http://product.hstatic.net/200000487445/product/sn2032_a_e1863dd0687e4a6e8c1c8fede2e5aff6_grande.png,"Khuôn bánh mỳ gối Sanneng 750g - Mã sản phẩm: SN2032 Sản phẩm bao gồm : 1 thân khuôn và 1 nắp - Kích thước khuôn: 10*11.6*31.6 cm - Chất liệu: Hợp kim phủ chống dính Chất liệu chống dính ưu việt giúp bánh lấy ra dễ dàng, không cần phết bơ/ dầu.",N/A,N/A,N/A,N/A,N/A,"Hợp kim phủ chống dính Chất liệu chống dính ưu việt giúp bánh lấy ra dễ dàng, không cần phết bơ/ dầu.",N/A,N/A,N/A,N/A,https://sannengvietnam.com/products/khuon-banh-mi-goi-sanneng-750g-sn2032,sannengvietnam.com
SN3934,Khuôn ring hình hoa anh đào 5 cánh chống dính Sanneng ( Plum Blossom Ring ) SN3934 6inch,http://product.hstatic.net/200000487445/product/z6138571243432_81b5e745aed6b9d5c41d554724744c35_ae8ae57bf94f406fb11a2dbeaece4bf9_grande.jpg,"Khuôn ring hình hoa anh đào 5 cánh chống dính Sanneng ( Plum Blossom Ring ) SN3934 6inchKích thước SN3934- 6inch Chất liệu: khuôn Ring SN3934 Sanneng được làm từ hợp kim nhôm tiêu chuẩn thực phẩm, khuôn chắc chắn, bền, hấp thụ nhiệt đều và nhanh giúp thành bánh chín đều, đẹp.",N/A,N/A,N/A,N/A,N/A,"khuôn Ring SN3934 Sanneng được làm từ hợp kim nhôm tiêu chuẩn thực phẩm, khuôn chắc chắn, bền, hấp thụ nhiệt đều và nhanh giúp thành bánh chín đều, đẹp.",N/A,N/A,N/A,N/A,https://sannengvietnam.com/products/khuon-ring-hinh-hoa-anh-dao-5-canh-chong-dinh-sanneng-plum-blossom-ring-sn3934-6-inch,sannengvietnam.com
SN8047,Chày cán bột Sanneng chất liệu inox 304 S/S- SN8047,http://product.hstatic.net/200000487445/product/z5758530216742_f87416dbf6b6ded08a3f79aab0ef46b4_ce1e7c9bc0194488968adff103874d88_grande.jpg,"Chày cán bột đa năng Sanneng chất liệu inox cao cấp S/S 304Thiết kế tối ưu cho các thao tác cán bột mì, pizza, bánh bao, cookie cán...Thuận tiện khi cần thao tác với các khối bột cần giữ lạnh.Không bám mùi, không lo bám bột hay mốc ẩm khi sử dụng.Cấu tạo kín 2 đầu, dễ dàng vệ sinhTTSP: ĐK: 3cm, Dài: 35.5cm",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://sannengvietnam.com/products/chay-can-bot-sanneng-chat-lieu-inox-304-s-s-sn8047,sannengvietnam.com
SN3740,Khuôn ring Sanneng- Khuôn nướng croissant tròn Sanneng SN3740,http://product.hstatic.net/200000487445/product/3d445cb1d0956b23f79a100ca1c1d325_025778b99a05427dbca8b31a756a39e9_grande.jpg,"Khuôn Sanneng SN37340- Khuôn ring tròn , khuôn nướng Croissant tròn Kích thước SN3740 10*5cm dày 2.0mmChất liệu: khuôn Ring SN3740 Sanneng được làm từ hợp kim nhôm tiêu chuẩn thực phẩm, khuôn nhẹ, bền, hấp thụ nhiệt đều và nhanh giúp thành bánh chín đều, đẹp.SN3740- Sannengvietnam.com",N/A,N/A,N/A,N/A,N/A,"khuôn Ring SN3740 Sanneng được làm từ hợp kim nhôm tiêu chuẩn thực phẩm, khuôn nhẹ, bền, hấp thụ nhiệt đều và nhanh giúp thành bánh chín đều, đẹp.SN3740",N/A,N/A,N/A,N/A,https://sannengvietnam.com/products/khuon-ring-sanneng-khuon-nuong-croissant-tron-sanneng-sn3740,sannengvietnam.com
N/A,Tấm lót nướng tạo hình bánh tròn Silicone - Sanneng SN0562,http://product.hstatic.net/200000487445/product/z6102690379889_294a3ded526416b39cf9a3a55eb27cd6_974c84393c604f4b9706c76a21af5c9c_grande.jpg,"Tấm lót nướng tạo hình lỗ tròn SannengLàm các loại bánh: bánh ngói, bánh vừng, bánh hạnh nhân,.....Kích thước 570*370mm- 24 lỗ tròn đường kính 80mmThiết kế hỗ trợ tạo hình giúp thành phẩm bánh đều, đẹp, độ dày bằng nhau giúp sản phẩm nướng giòn đẹp hơnChất liệu silicon cao cấp dùng cho thực phẩm",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://sannengvietnam.com/products/nhan-ban-tu-tam-lot-nuong-silicon-co-lo-thoang-khi-sanneng-breathable-silicone-baking-mat,sannengvietnam.com
N/A,Tấm lót nướng Silicon có lỗ thoáng khí- Sanneng ( Breathable Silicone Baking Mat),http://product.hstatic.net/200000487445/product/0caabec9-08c8-42d0-bc51-2b8b4c8893e2.__cr0_0_300_300_pt0_sx300_v1____dd593d0a274549948f6c2e9307dc02ec_grande.jpg,"Tấm lót nướng chống dính Sanneng- chất liệu SiliconeKích thước 57*37cmTấm nướng Silicon chịu nhiệt : -40 độ- 200 độThiết kế lỗ thoáng khí giúp tản nhiệt đều hơn, giúp sản phẩm nướng giòn đẹp hơnChất liệu silicon cao cấp dùng cho thực phẩm, tấm nướng chống trượt, chống dính phù hợp cho tất cả các loại bánh",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://sannengvietnam.com/products/tam-lot-nuong-silicon-co-lo-thoang-khi-sanneng-breathable-silicone-baking-mat,sannengvietnam.com
N/A,Khuôn ring Sanneng- Khuôn nướng croissant tròn- Khuôn bánh Mousse Sanneng,http://product.hstatic.net/200000487445/product/62d2d499fe8b2572c730bd3030fd54cd_36dc647018e24bb3a42c2462368f04c3_grande.jpg,"Khuôn Ring- Khuôn Mousse- Khuôn tròn nướng Croissant SannengKích thước 8*5cm, 10*5cm độ dày khuôn 0.8mmChất liệu: Inox 304 S/SHãng sản xuất: Sanneng Set khuôn 5c",N/A,N/A,N/A,N/A,N/A,Inox 304 S/SHãng sản xuất: Sanneng Set khuôn 5c,N/A,N/A,N/A,N/A,https://sannengvietnam.com/products/khuon-ring-sanneng-khuon-nuong-croissant-tron-khuon-banh-mousse-sanneng,sannengvietnam.com
SN3933,Khuôn ring hình hoa anh đào 5 cánh chống dính Sanneng ( Plum Blossom Ring ) SN3933 4inch,http://product.hstatic.net/200000487445/product/z6138571243432_81b5e745aed6b9d5c41d554724744c35_1704d97d0fb243888c42068a3c4bcb96_grande.jpg,"Khuôn ring hình hoa anh đào 5 cánh chống dính Sanneng ( Plum Blossom Ring ) SN3933 4 inchKích thước SN3933- 4 inch Chất liệu: khuôn Ring SN3933 Sanneng được làm từ hợp kim nhôm tiêu chuẩn thực phẩm, khuôn chắc chắn, bền, hấp thụ nhiệt đều và nhanh giúp thành bánh chín đều, đẹp.",N/A,N/A,N/A,N/A,N/A,"khuôn Ring SN3933 Sanneng được làm từ hợp kim nhôm tiêu chuẩn thực phẩm, khuôn chắc chắn, bền, hấp thụ nhiệt đều và nhanh giúp thành bánh chín đều, đẹp.",N/A,N/A,N/A,N/A,https://sannengvietnam.com/products/khuon-ring-hinh-hoa-anh-dao-5-canh-chong-dinh-sanneng-plum-blossom-ring-sn3933-4inch,sannengvietnam.com
SN2182Kích,Khuôn bánh mì gối vuông Sanneng- SN2182,http://product.hstatic.net/200000487445/product/sn2182c_333b3dfc170a40638c0f9796cb619f4e_grande.jpg,"Khuôn làm bánh mì gối vuông chống dính cỡ bánh 250gMã sản phẩm: SN2182Kích thước khuôn: Dài x Rộng x Cao: 10x10x10cm Chất liệu: Hợp kim phủ chống dính Chất liệu chống dính ưu việt giúp bánh lấy ra dễ dàng, không cần phết bơ/ dầu.Hãng sản xuất: Sanneng#Sannengvietnam #Khuonlambanh#khuôn gối vuông",N/A,N/A,N/A,"Hợp kim phủ chống dính Chất liệu chống dính ưu việt giúp bánh lấy ra dễ dàng, không cần phết bơ/ dầu.Hãng sản xuất: Sanneng#Sannengvietnam #Khuonlambanh#khuôn gối vuông",N/A,N/A,N/A,N/A,N/A,N/A,https://sannengvietnam.com/products/khuon-banh-mi-goi-vuong-sanneng-sn2182,sannengvietnam.com
N/A,Ghi ra bánh- Ghi hong bánh- Khay làm nguội bánh kích thước 40x60cm Sanneng,http://product.hstatic.net/200000487445/product/kh-oven-cooling-rack-stainless-steel-4_2abcf70525824ea581344114f8ea9f14_grande.png,"Ghi ra bánh- Ghi hong bánh- Khay làm nguội bánh SannengGhi ra bánh Sanneng kích thước 400*600*8mmThông tin sản phẩm Ghi ra bánh SannengChất liệu: Inox 304 S/SHãng sản xuất: Sanneng#Sanneng, #khuônbánhcuộn, #Khuônbánh, #Unopan ,#SN1314,#SN2129 #khuôntrònnướngcroissant, #newyorkrollcroissant, #entremetcake,",N/A,N/A,N/A,"Inox 304 S/SHãng sản xuất: Sanneng#Sanneng, #khuônbánhcuộn, #Khuônbánh, #Unopan ,#SN1314,#SN2129 #khuôntrònnướngcroissant, #newyorkrollcroissant, #entremetcake,",N/A,N/A,N/A,N/A,N/A,N/A,https://sannengvietnam.com/products/ghi-ra-banh-ghi-hong-banh-khay-lam-nguoi-banh-kich-thuoc-40x60cm-sanneng,sannengvietnam.com
N/A,Khuôn nướng Sanneng tart hoa ( Croissant egg tart),http://product.hstatic.net/200000487445/product/z5755025949982_6c44fee0eb59b6aee64273b8c26ea881_256ff7376a674ae49c55f5f5ffdf006e_grande.jpg,"Khuôn Tart hoa- Khuôn nướng bánh Croissant egg tart - Sanneng SN61395Chất liệu hợp kim nhôm cao cấpBề mặt anodize tăng độ bền độ cứng, đảm bảo vệ sinh, dễ lau rửaThông tin kích thước khuôn: 94*30mmĐóng gói: set 5c",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://sannengvietnam.com/products/khuon-nuong-sanneng-tart-hoa-croissant-egg-tart,sannengvietnam.com
SN4657,Thùng ủ bột- Thùng đựng bánh SN4657 -SN4658- SN4659 Sanneng,http://cdn.hstatic.net/products/200000487445/tp00003630001602_o_m_b73ad087644f44a49fd36349f19ad6a5_grande.jpg,"Thùng ủ bột- Thùng đựng bánh Sanneng SN4657 Sanneng- Kích thước thùng ủ Sanneng: 580mm*380mm*90mm- Chất liệu : PP Plastic️ Nóng lạnh- Khô ẩm, thời tiết thay đổi thất thường, muốn kiểm soát quá trình ủ tốt nhất cần có thùng ủ bột SannengChất liệu mới trong suốt giúp quan sát bột ủ và kiểm soát thời gian nở.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://sannengvietnam.com/products/thung-u-bot-thung-dung-banh-sn4657-sanneng,sannengvietnam.com
SN1313Kích,Khay nướng Sanneng 40x30cm - SN1313,http://product.hstatic.net/200000487445/product/sn1313a_0ced8864e96a4882955f93f7920731f0_grande.jpg,"Khay nướng bánh SN1313- Khay nướng màu trắng - Khay nướng bánh MacaronHãng sản xuất: Sanneng Mã sản phẩm: SN1313Kích thước: 40x30x1,2 cmChất liệu: Hợp kim nhôm thép, mặt khay dập lập phương cao cấp Phù hợp cho lò gia đình từ 42L trở lên #Sanneng #Sannengvietnam #Khaynuongbanh #Khaychongdinh #Hangchinhhang #SN1313",N/A,N/A,N/A,"Hợp kim nhôm thép, mặt khay dập lập phương cao cấp Phù hợp cho lò gia đình từ 42L trở lên #Sanneng #Sannengvietnam #Khaynuongbanh #Khaychongdinh #Hangchinhhang #SN1313",N/A,N/A,N/A,N/A,N/A,N/A,https://sannengvietnam.com/products/khay-nuong-sanneng-40x30cm-sn1313,sannengvietnam.com
SN3739,Khuôn ring Sanneng- Khuôn nướng croissant tròn Sanneng SN3739,http://product.hstatic.net/200000487445/product/ph-11134207-7r992-lo29nn55ojh6dc_0ca67e910d4a4642bc6249a8dc901c26_grande.jpg,"Khuôn Sanneng SN3739- Khuôn ring tròn , khuôn nướng Croissant tròn Kích thước SN3739 10*4cm dày 2.0mmChất liệu: khuôn Ring SN3739 Sanneng được làm từ hợp kim nhôm tiêu chuẩn thực phẩm, khuôn nhẹ, bền, hấp thụ nhiệt đều và nhanh giúp thành bánh chín đều, đẹp.SN3739- Sannengvietnam.com",N/A,N/A,N/A,"khuôn Ring SN3739 Sanneng được làm từ hợp kim nhôm tiêu chuẩn thực phẩm, khuôn nhẹ, bền, hấp thụ nhiệt đều và nhanh giúp thành bánh chín đều, đẹp.SN3739",N/A,N/A,N/A,N/A,N/A,N/A,https://sannengvietnam.com/products/khuon-ring-sanneng-khuon-nuong-croissant-tron-sanneng-sn3739,sannengvietnam.com
SN4754,Bình xịt nước Sanneng SN4754 (350ml),http://product.hstatic.net/200000487445/product/vn-11134207-7r98o-lmh44cs6rgm72f_6d3c9b4c24b34806a7a3c3cd0f656c2a_grande.jpg,"Bình xịt nước Sanneng SN4754 (350ml)Mã sản phẩm: SN4754- chất liệu: PE, PET - Kích thước: 250x83x64mm (350ml) - Sử dụng phun nước tạo ẩm bề mặt bánh, đầu phun điều chỉnh phun sương, phun tạo giọt,...Hướng dẫn sử dụng: chỉ sử dụng phun nước sạch ( nhiệt độ tối đa 45 độ C) , không sử dụng phun các loại dầu, trứng,",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://sannengvietnam.com/products/binh-xit-nuoc-sanneng-sn4754-350ml,sannengvietnam.com
SN3936,Khuôn ring chống dính Sanneng - SN3936,http://product.hstatic.net/200000487445/product/z6709811671191_00b3117977b0098837b30e545f71aba5_bb6a1756afc243bf8703314aa7f75120_grande.jpg,"Khuôn Sanneng ring chống dính SN3936Khuôn ring tròn chống dính Sanneng: bánh mì nấm, nướng bánh gato, cheesecake, bánh mì, bánh ngọt, bánh ngàn lớp, bánh cuộn len..Khuôn chống dính,Chất liệu: Hợp kim nhôm Thông số kỹ thuật:100*60mm Khuôn Sanneng ( Non-stick Series 1000) #sanneng, #nonstick, #khuônchấtlượngtốt",N/A,N/A,N/A,Hợp kim nhôm Thông số kỹ thuật:100*60mm Khuôn Sanneng ( Non,N/A,N/A,N/A,N/A,N/A,N/A,https://sannengvietnam.com/products/khuon-ring-chong-dinh-sanneng-sn3936,sannengvietnam.com
SN2032,Khuôn bánh mì gối Sanneng 900g- SN2022,http://product.hstatic.net/200000487445/product/sn2032_b_efb6661f8c114ced94de9c9e65b190c4_grande.jpg,"Khuôn bánh mỳ gối Sanneng 900g - Mã sản phẩm: SN2032 Sản phẩm bao gồm : 1 thân khuôn và 1 nắp - Kích thước khuôn: 10.7*12*32.5 cm - Chất liệu: Hợp kim phủ chống dính Chất liệu chống dính ưu việt giúp bánh lấy ra dễ dàng, không cần phết bơ/ dầu.",N/A,N/A,N/A,"Hợp kim phủ chống dính Chất liệu chống dính ưu việt giúp bánh lấy ra dễ dàng, không cần phết bơ/ dầu.",N/A,N/A,N/A,N/A,N/A,N/A,https://sannengvietnam.com/products/khuon-banh-mi-goi-sanneng-900g-sn2022,sannengvietnam.com
